id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,AverageOfUpperTRange,RainingDays,fruitset,fruitmass,seeds,yield
257,25,0.5,0.25,0.63,0.5,86,71.9,34,0.444908279,0.42403139,31.44841986,4868.21145
258,25,0.5,0.25,0.5,0.75,86,71.9,34,0.483872542,0.437922725,34.8789274,5154.97591
259,25,0.5,0.25,0.63,0.63,86,71.9,24,0.469150447,0.433195442,34.87598919,5722.57676
260,25,0.5,0.38,0.5,0.63,69.7,58.2,24,0.500058984,0.419851618,35.11807556,7028.6735
261,12.5,0.25,0.25,0.25,0.25,69.7,58.2,34,0.424574228,0.392668897,33.12590428,4340.82151
262,12.5,0.25,0.25,0.5,0.75,77.4,64.7,24,0.576561833,0.490467439,40.2744187,7669.81182
263,25,0.5,0.25,0.5,0.5,94.6,79,24,0.476202171,0.438231396,34.8499528,6072.83443
264,25,0.25,0.25,0.38,0.38,77.4,64.7,34,0.437188153,0.416280584,32.69048728,4769.31827
265,25,0.5,0.38,0.5,0.5,86,71.9,34,0.484089347,0.445284233,35.80706195,5777.3754
266,25,0.5,0.25,0.75,0.63,94.6,79,34,0.425010896,0.419215723,32.28899894,4952.9856
267,25,0.5,0.25,0.5,0.75,94.6,79,24,0.444908279,0.42727728,33.28905228,5330.06203
268,12.5,0.25,0.25,0.5,0.5,94.6,79,34,0.39936701,0.409976946,31.11988062,4320.87416
269,25,0.5,0.25,0.5,0.5,94.6,79,34,0.458581988,0.426679269,33.48611213,5932.23909
270,25,0.5,0.25,0.63,0.5,94.6,79,24,0.582482579,0.488638858,40.86547798,7667.83619
271,25,0.5,0.25,0.5,0.63,77.4,64.7,24,0.459087683,0.399172403,30.79374092,5876.96001
272,25,0.5,0.25,0.75,0.5,86,71.9,16,0.600340952,0.492820232,41.21921269,7380.6338
273,12.5,0.25,0.25,0.63,0.5,77.4,64.7,1,0.508341786,0.453994528,36.46620322,6180.95142
274,25,0.5,0.25,0.5,0.63,77.4,64.7,24,0.38581266,0.409438226,31.26836507,3834.5748
275,12.5,0.25,0.38,0.5,0.63,77.4,64.7,1,0.583378727,0.488005014,40.56148952,7103.50894
276,12.5,0.25,0.25,0.5,0.5,86,71.9,34,0.49368953,0.448463132,35.52053432,5932.23909
277,12.5,0.25,0.25,0.75,0.63,69.7,58.2,34,0.529163709,0.404575636,32.81579359,6328.89332
278,25,0.5,0.25,0.63,0.63,86,71.9,24,0.451103585,0.426773305,33.33119375,5388.50369
279,12.5,0.25,0.25,0.75,0.5,69.7,58.2,1,0.545562834,0.454080207,37.90850822,6948.2288
280,37.5,0.75,0.25,0.25,0.25,69.7,58.2,16,0.262139643,0.311920972,22.07919927,2379.90521
281,25,0.5,0.38,0.5,0.5,94.6,79,34,0.396762494,0.402362581,30.59699446,3923.90628
282,12.5,0.25,0.25,0.75,0.5,86,71.9,1,0.527591617,0.464066853,37.96686445,6526.98819
283,25,0.25,0.25,0.25,0.25,94.6,79,24,0.494906594,0.448887241,35.08514833,5715.0084
284,12.5,0.25,0.25,0.63,0.63,69.7,58.2,1,0.532627825,0.443754909,37.74750888,7230.1325
285,25,0.5,0.38,0.38,0.63,86,71.9,34,0.443419908,0.439040667,31.92881551,4898.83586
286,25,0.5,0.25,0.5,0.63,86,71.9,16,0.606599706,0.500647106,42.53222072,7924.51678
287,12.5,0.25,0.38,0.38,0.75,86,71.9,1,0.617868887,0.504877559,42.20739786,8408.38341
288,12.5,0.25,0.25,0.38,0.75,86,71.9,34,0.414272565,0.409438226,31.00460557,4644.60117
289,25,0.5,0.25,0.5,0.63,77.4,64.7,34,0.449875425,0.438612787,32.34445707,5330.06203
290,12.5,0.25,0.25,0.25,0.63,86,71.9,16,0.53513718,0.442111609,35.18441169,6731.61844
291,12.5,0.25,0.25,0.5,0.75,69.7,58.2,16,0.62818447,0.438630573,45.47838117,8247.52116
292,25,0.5,0.25,0.63,0.5,86,71.9,34,0.509933842,0.450498441,36.16604354,5852.8742
293,25,0.5,0.38,0.5,0.5,69.7,58.2,24,0.556301788,0.455179564,38.34178123,7301.10622
294,12.5,0.25,0.25,0.38,0.63,94.6,79,24,0.43687052,0.423246366,33.85831713,5381.27266
295,12.5,0.25,0.38,0.38,0.75,69.7,58.2,34,0.633144179,0.5251356,45.80306982,8823.69011
296,12.5,0.25,0.25,0.25,0.38,94.6,79,1,0.543722877,0.476002331,39.09688443,7416.70776
297,25,0.5,0.25,0.63,0.63,69.7,58.2,34,0.469925759,0.418219535,33.60534043,5424.12351
298,25,0.5,0.38,0.5,0.75,69.7,58.2,34,0.469150447,0.422051395,34.18362679,6887.46649
299,25,0.5,0.25,0.75,0.5,69.7,58.2,34,0.392583006,0.399556226,31.93547883,4489.22384
300,25,0.5,0.38,0.38,0.75,86,71.9,24,0.527591617,0.485912698,40.16166766,7022.18973
301,12.5,0.25,0.38,0.5,0.63,94.6,79,1,0.596036127,0.492820232,41.6216451,7895.0208
302,25,0.5,0.25,0.75,0.75,77.4,64.7,1,0.533196209,0.466474508,38.42153319,6869.7776
303,12.5,0.25,0.25,0.25,0.75,86,71.9,16,0.599023157,0.460795368,37.74750888,6190.66597
304,12.5,0.25,0.38,0.5,0.63,69.7,58.2,16,0.527308548,0.464561582,37.03329756,7136.98445
305,25,0.5,0.38,0.5,0.75,69.7,58.2,1,0.466279462,0.426773305,33.23244939,5498.43844
306,25,0.5,0.25,0.5,0.75,69.7,58.2,34,0.404225284,0.383219703,32.21562101,4125.75712
307,12.5,0.25,0.25,0.38,0.5,86,71.9,1,0.567958657,0.460180133,37.71251297,6707.59259
308,12.5,0.25,0.25,0.75,0.5,86,71.9,1,0.547743879,0.462795445,37.77154371,6708.24129
309,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.553032347,0.470719039,38.70734774,5867.99722
310,25,0.5,0.38,0.38,0.5,69.7,58.2,24,0.420206355,0.413380913,32.28899894,4710.85865
311,12.5,0.25,0.38,0.38,0.75,94.6,79,1,0.631417034,0.532222816,44.59947057,8413.65966
312,12.5,0.25,0.38,0.5,0.75,69.7,58.2,16,0.528899809,0.471665153,38.64034468,6898.39095
313,25,0.5,0.25,0.75,0.5,86,71.9,1,0.429580755,0.42727728,33.84753901,4905.49871
314,12.5,0.25,0.25,0.63,0.5,77.4,64.7,34,0.394168935,0.404796043,32.76315093,4320.87416
315,25,0.5,0.25,0.5,0.63,94.6,79,1,0.617635584,0.503991707,42.53222072,7243.22611
316,25,0.25,0.25,0.25,0.38,94.6,79,16,0.463097152,0.457945593,36.31013579,5005.32997
317,25,0.5,0.25,0.38,0.5,86,71.9,1,0.576469662,0.481173502,39.33251373,6852.97971
318,12.5,0.25,0.38,0.5,0.63,94.6,79,16,0.551234401,0.471161461,38.65527495,7406.90248
319,25,0.5,0.25,0.5,0.75,86,71.9,34,0.403217329,0.403217329,31.50270183,4112.89349
320,12.5,0.25,0.25,0.38,0.75,77.4,64.7,34,0.58492102,0.481349777,40.22738685,7415.89441
321,12.5,0.25,0.25,0.75,0.5,86,71.9,16,0.530709113,0.460795368,37.96058614,6015.22456
322,12.5,0.25,0.38,0.38,0.5,77.4,64.7,1,0.612974151,0.513171554,44.59947057,8413.65966
323,12.5,0.25,0.38,0.38,0.75,94.6,79,1,0.575589557,0.485218942,39.4849869,7532.82953
324,12.5,0.25,0.25,0.63,0.5,86,71.9,16,0.386518419,0.400980125,31.78225878,4112.89349
325,25,0.5,0.25,0.75,0.63,69.7,58.2,16,0.543722877,0.443889013,35.18597077,6236.70711
326,25,0.5,0.38,0.38,0.63,86,71.9,24,0.421448998,0.464639165,33.4416065,4888.50303
327,12.5,0.25,0.25,0.63,0.63,86,71.9,16,0.586602539,0.488005014,40.39944387,7479.93417
328,25,0.5,0.25,0.38,0.75,86,71.9,24,0.575589557,0.487427885,39.33656697,7235.77564
329,25,0.5,0.38,0.38,0.75,77.4,64.7,24,0.573204799,0.471277878,39.85662538,7541.6674
330,25,0.5,0.25,0.5,0.75,86,71.9,34,0.483805569,0.417947008,34.48550991,5746.77703
331,12.5,0.25,0.25,0.63,0.75,69.7,58.2,1,0.520592483,0.433668483,35.51753863,6244.19576
332,12.5,0.25,0.25,0.38,0.63,69.7,58.2,1,0.532303678,0.419215723,34.77772061,7071.83395
333,25,0.5,0.25,0.75,0.63,94.6,79,24,0.435969213,0.423861178,33.60534043,4387.74185
334,25,0.25,0.25,0.25,0.25,94.6,79,16,0.52391434,0.463806532,37.81761708,6226.28514
335,25,0.25,0.25,0.25,0.25,86,71.9,16,0.429000524,0.409260571,31.86773783,4899.11899
336,12.5,0.25,0.38,0.5,0.75,86,71.9,16,0.547743879,0.460627726,37.77154371,6451.10052
337,12.5,0.25,0.25,0.63,0.75,77.4,64.7,1,0.619453149,0.501877874,44.57214339,8570.91353
338,25,0.5,0.25,0.63,0.63,69.7,58.2,34,0.465538066,0.424902006,33.22890035,5200.57849
339,25,0.5,0.38,0.5,0.63,94.6,79,1,0.546003143,0.477438541,38.57716666,7048.87072
340,12.5,0.25,0.25,0.63,0.75,86,71.9,1,0.527308548,0.498282106,41.61500537,7399.87589
341,12.5,0.25,0.25,0.63,0.75,94.6,79,16,0.58492102,0.483702858,40.81318096,7303.58812
342,12.5,0.25,0.25,0.38,0.5,69.7,58.2,34,0.533393093,0.431072001,36.25083805,6663.00068
343,25,0.5,0.25,0.38,0.63,94.6,79,1,0.462752296,0.426679269,33.3406292,5313.37828
344,12.5,0.25,0.25,0.63,0.63,86,71.9,16,0.597060641,0.492226587,41.54582537,7174.6649
345,25,0.5,0.38,0.5,0.63,86,71.9,16,0.574708327,0.487075422,39.4849869,7235.77564
346,12.5,0.25,0.25,0.63,0.63,77.4,64.7,1,0.565085745,0.479607332,39.09185599,6543.97182
347,12.5,0.25,0.25,0.63,0.75,86,71.9,34,0.582604099,0.490357436,40.03764422,7457.50606
348,25,0.5,0.25,0.5,0.5,69.7,58.2,34,0.396762494,0.392787396,29.55801912,4062.73953
349,37.5,0.25,0.25,0.25,0.25,77.4,64.7,16,0.392583006,0.402362581,31.85521692,3941.25512
350,37.5,0.25,0.25,0.25,0.25,77.4,64.7,16,0.464365879,0.436345708,34.5252582,4850.03746
351,12.5,0.25,0.25,0.63,0.63,69.7,58.2,24,0.539747718,0.438669933,36.09379556,6757.07366
352,12.5,0.25,0.38,0.38,0.75,69.7,58.2,16,0.527308548,0.471713424,38.17659701,6746.4546
353,12.5,0.25,0.25,0.25,0.75,69.7,58.2,1,0.599023157,0.449239458,37.70659201,7660.88604
354,25,0.5,0.38,0.38,0.63,86,71.9,34,0.451103585,0.413380913,33.3039002,5399.86113
355,12.5,0.25,0.25,0.63,0.63,94.6,79,34,0.549794912,0.462760521,37.70659201,6515.30587
356,25,0.5,0.38,0.38,0.75,86,71.9,24,0.404225284,0.409438226,31.86729396,4696.44394
357,12.5,0.25,0.25,0.63,0.75,94.6,79,24,0.600340952,0.50020424,42.0271829,7575.80124
358,12.5,0.25,0.38,0.5,0.5,69.7,58.2,1,0.603493403,0.507221731,42.48753914,7626.61733
359,12.5,0.25,0.25,0.63,0.63,86,71.9,34,0.575902218,0.482859526,38.54027918,7064.16978
360,25,0.5,0.38,0.5,0.5,94.6,79,1,0.581744319,0.484771683,40.22738685,7415.89441
361,25,0.5,0.25,0.38,0.75,69.7,58.2,16,0.572046486,0.469682933,39.04659266,7400.77538
362,12.5,0.25,0.25,0.25,0.38,77.4,64.7,16,0.489635345,0.42782472,34.68201491,5299.66133
363,12.5,0.25,0.25,0.5,0.5,77.4,64.7,16,0.595712725,0.498585597,41.73066669,7411.17457
364,12.5,0.25,0.25,0.5,0.5,77.4,64.7,16,0.532426131,0.464892019,35.97225667,6491.22353
365,25,0.5,0.25,0.5,0.75,86,71.9,24,0.364564858,0.364725785,27.735098,3720.71159
366,12.5,0.25,0.25,0.38,0.75,86,71.9,1,0.539255853,0.453028369,36.46620322,6870.34212
367,25,0.5,0.25,0.38,0.63,94.6,79,1,0.380852104,0.394461774,29.86353984,3866.79896
368,25,0.5,0.25,0.38,0.75,69.7,58.2,34,0.429210588,0.392787396,30.54630597,4667.72494
369,25,0.5,0.25,0.5,0.75,94.6,79,16,0.41545835,0.402105764,32.41787171,4290.96488
370,12.5,0.25,0.38,0.5,0.63,69.7,58.2,16,0.488485703,0.430905502,35.64822051,6500.09778
371,25,0.5,0.25,0.38,0.5,86,71.9,34,0.525063322,0.453119748,37.74750888,6520.8976
372,25,0.5,0.25,0.63,0.5,94.6,79,16,0.346410766,0.38126925,28.13589892,3502.08292
373,25,0.5,0.25,0.38,0.75,86,71.9,24,0.372318474,0.394168935,30.11060535,3723.52338
374,25,0.5,0.25,0.63,0.63,86,71.9,1,0.520637077,0.435287772,34.5553911,6255.89064
375,25,0.5,0.38,0.38,0.63,77.4,64.7,24,0.391964935,0.400831119,30.12462708,4056.83427
376,12.5,0.25,0.25,0.5,0.63,86,71.9,1,0.520587192,0.460322355,37.30376378,6301.03442
377,25,0.5,0.25,0.38,0.5,86,71.9,34,0.354086468,0.379342921,27.71977169,2688.02883
378,25,0.5,0.25,0.63,0.5,77.4,64.7,24,0.523276949,0.459224426,36.6742427,6702.78038
379,25,0.5,0.25,0.38,0.63,94.6,79,24,0.32833671,0.379871916,28.43820263,3471.19214
380,12.5,0.25,0.25,0.63,0.75,69.7,58.2,1,0.509933842,0.430368732,35.18441169,6125.69538
381,25,0.5,0.38,0.5,0.75,94.6,79,1,0.620391949,0.501568683,43.95536146,8157.23694
382,12.5,0.25,0.38,0.5,0.63,94.6,79,24,0.470643424,0.43491928,33.3649925,5777.3754
383,12.5,0.25,0.38,0.38,0.75,69.7,58.2,16,0.583378727,0.445134287,41.35738644,7290.10652
384,25,0.5,0.25,0.5,0.75,77.4,64.7,16,0.57467888,0.482423774,39.82088488,7884.56772
385,25,0.5,0.25,0.75,0.75,69.7,58.2,34,0.376009787,0.388145286,29.38856018,3804.61017
386,12.5,0.25,0.25,0.63,0.75,77.4,64.7,24,0.57467888,0.488638858,39.8226933,7222.00462
387,12.5,0.25,0.38,0.5,0.5,69.7,58.2,24,0.500557995,0.431201835,35.50033008,7004.01554
388,25,0.5,0.25,0.38,0.63,77.4,64.7,24,0.354086468,0.388135964,29.38856018,3436.49354
389,25,0.5,0.25,0.5,0.5,77.4,64.7,1,0.527591617,0.463152392,38.74276374,6848.62622
390,12.5,0.25,0.25,0.38,0.38,77.4,64.7,24,0.480072982,0.449545727,35.71826335,5496.08506
391,25,0.5,0.25,0.38,0.63,94.6,79,1,0.62818447,0.519455977,43.33471751,8605.19995
392,25,0.5,0.38,0.38,0.5,77.4,64.7,24,0.41985138,0.423246366,33.29902167,4808.60902
393,25,0.5,0.25,0.38,0.75,86,71.9,1,0.544644313,0.459464772,36.80503364,6575.59267
394,12.5,0.25,0.25,0.5,0.75,69.7,58.2,34,0.527591617,0.432722017,35.14089874,7617.39589
395,25,0.5,0.25,0.38,0.38,94.6,79,34,0.38895631,0.382702852,29.63179631,3911.42225
396,20,0.5,0.25,0.63,0.75,86,71.9,3.77,0.384610827,0.402226397,30.35778147,3937.91539
397,12.5,0.25,0.25,0.38,0.63,86,71.9,16,0.611397858,0.502786993,43.00334146,8002.9971
398,25,0.5,0.38,0.63,0.5,86,71.9,16,0.566645314,0.470176914,39.98873363,6503.27204
399,25,0.5,0.25,0.63,0.5,94.6,79,24,0.449875425,0.42727728,33.53267475,4936.36477
400,12.5,0.25,0.25,0.38,0.5,69.7,58.2,16,0.489635345,0.411590845,34.95207208,5686.12196
401,25,0.5,0.38,0.5,0.63,94.6,79,34,0.453234697,0.40166998,32.9240208,5345.99106
402,25,0.5,0.25,0.5,0.5,86,71.9,16,0.547743879,0.476928353,37.33160636,6564.9583
403,25,0.5,0.25,0.5,0.75,77.4,64.7,16,0.517993775,0.465041445,35.14089874,6368.84982
404,25,0.5,0.25,0.38,0.63,94.6,79,24,0.192731658,0.311920972,22.07919927,1637.70402
405,12.5,0.25,0.25,0.25,0.25,69.7,58.2,24,0.390063566,0.4002977,30.5797224,4062.73953
406,12.5,0.25,0.25,0.25,0.25,69.7,58.2,24,0.424778393,0.392787396,31.44841986,4641.00151
407,25,0.5,0.38,0.5,0.75,69.7,58.2,34,0.376009787,0.395435754,31.66559817,3784.11935
408,12.5,0.25,0.25,0.38,0.25,77.4,64.7,34,0.4096968,0.403204844,31.00460557,4225.96131
409,25,0.5,0.25,0.38,0.75,86,71.9,1,0.476202171,0.438875462,35.62231346,5728.74828
410,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.546275069,0.461801728,37.37945168,6735.24371
411,25,0.5,0.25,0.38,0.5,94.6,79,16,0.460960916,0.40166998,31.23191007,4769.31827
412,12.5,0.25,0.25,0.25,0.25,69.7,58.2,34,0.489823352,0.414830175,32.31099546,5534.80494
413,25,0.5,0.25,0.75,0.75,86,71.9,34,0.435965493,0.423246366,33.99420814,5830.89362
414,25,0.5,0.25,0.5,0.5,86,71.9,34,0.378833119,0.395502524,30.21832512,3804.61017
415,25,0.5,0.38,0.38,0.63,77.4,64.7,24,0.447668818,0.428118259,33.80490543,5345.99106
416,25,0.5,0.25,0.63,0.75,86,71.9,34,0.335529768,0.320727305,28.45383631,3322.9462
417,12.5,0.25,0.25,0.63,0.5,77.4,64.7,16,0.509989204,0.450498441,36.09379556,6190.66597
418,12.5,0.25,0.25,0.5,0.75,94.6,79,1,0.509933842,0.455135389,36.97636061,5831.7066
419,12.5,0.25,0.25,0.75,0.75,69.7,58.2,16,0.492809568,0.448972519,36.97636061,5333.97357
420,25,0.5,0.25,0.75,0.5,69.7,58.2,24,0.529678291,0.446450716,36.95787336,6922.84679
421,12.5,0.25,0.25,0.5,0.63,77.4,64.7,16,0.476202171,0.437922725,32.5057415,5393.56434
422,25,0.25,0.25,0.25,0.63,69.7,58.2,34,0.384633032,0.389204379,29.94364365,4684.89321
423,25,0.5,0.25,0.5,0.63,77.4,64.7,24,0.480072982,0.434132503,34.50605382,5686.12196
424,25,0.5,0.25,0.75,0.5,86,71.9,16,0.342841074,0.382602075,28.28409524,3502.08292
425,12.5,0.25,0.25,0.38,0.75,69.7,58.2,24,0.613333283,0.504056677,43.95536146,7715.81088
426,12.5,0.25,0.38,0.38,0.75,94.6,79,1,0.62818447,0.517544673,44.56159301,8489.69192
427,25,0.5,0.38,0.38,0.5,86,71.9,24,0.498218761,0.44252903,35.55511529,5919.43076
428,37.5,0.75,0.25,0.25,0.25,77.4,64.7,24,0.284442614,0.352186419,26.10117938,2625.26916
429,12.5,0.25,0.25,0.38,0.75,94.6,79,16,0.621376432,0.513585375,43.37204316,8562.37077
430,12.5,0.25,0.38,0.5,0.75,77.4,64.7,1,0.509158377,0.452143551,36.62496616,5729.56964
431,37.5,0.25,0.25,0.25,0.25,86,71.9,34,0.403217329,0.394461774,30.58216104,4200.97375
432,25,0.5,0.38,0.38,0.63,86,71.9,1,0.502842336,0.451036893,36.99403039,6235.45278
433,12.5,0.25,0.25,0.75,0.75,86,71.9,34,0.394441163,0.408088064,31.10924166,4051.55129
434,25,0.5,0.38,0.5,0.63,77.4,64.7,34,0.42213693,0.405898222,31.02327724,4248.35505
435,12.5,0.25,0.25,0.25,0.25,94.6,79,34,0.429210588,0.409033913,31.64262219,4936.01177
436,12.5,0.25,0.25,0.63,0.5,86,71.9,16,0.574989422,0.524273231,39.77772061,7019.69438
437,25,0.5,0.25,0.5,0.75,94.6,79,16,0.527399614,0.481349777,40.64163782,7423.46988
438,12.5,0.25,0.38,0.5,0.75,77.4,64.7,1,0.62809913,0.513208594,43.93700206,7963.93931
439,25,0.5,0.25,0.63,0.5,86,71.9,34,0.435969213,0.398255665,30.80685608,4163.82304
440,25,0.5,0.25,0.38,0.5,86,71.9,24,0.526501878,0.45386752,37.80745277,6263.80788
441,25,0.5,0.25,0.38,0.75,69.7,58.2,16,0.493693466,0.429452031,35.48700839,5781.85965
442,12.5,0.25,0.25,0.63,0.63,86,71.9,24,0.532482559,0.463090581,37.07093657,6125.69538
443,12.5,0.25,0.38,0.38,0.63,69.7,58.2,1,0.621376432,0.513721618,43.62396561,8166.59786
444,12.5,0.25,0.25,0.5,0.63,69.7,58.2,1,0.520986614,0.420400914,33.08835541,6117.4759
445,12.5,0.25,0.38,0.38,0.5,86,71.9,1,0.615611893,0.506024348,45.95298911,8655.67644
446,12.5,0.25,0.25,0.75,0.63,77.4,64.7,1,0.596036127,0.498055536,41.35738644,7771.01027
447,25,0.5,0.38,0.38,0.75,86,71.9,16,0.437609121,0.416280584,32.81456057,4769.31827
448,25,0.5,0.38,0.5,0.5,86,71.9,24,0.545094508,0.469978321,37.87903588,6643.9019
449,25,0.5,0.25,0.63,0.63,86,71.9,1,0.574708327,0.488112101,39.18303615,7184.01384
450,12.5,0.25,0.38,0.38,0.75,94.6,79,16,0.619006054,0.501877874,43.13153821,8671.71681
451,25,0.5,0.25,0.5,0.5,86,71.9,16,0.442693354,0.42726083,33.60574758,4936.10558
452,25,0.5,0.38,0.38,0.75,86,71.9,1,0.509560238,0.454080207,36.84586824,5966.71128
453,25,0.5,0.38,0.63,0.5,77.4,64.7,1,0.53255682,0.460369104,37.96058614,6251.61184
454,12.5,0.25,0.25,0.25,0.63,94.6,79,24,0.544066693,0.468896154,38.17659701,7604.31584
455,25,0.5,0.38,0.38,0.63,94.6,79,24,0.489823352,0.442865602,35.43484314,5862.80545
456,12.5,0.25,0.25,0.75,0.6,77.4,64.7,1,0.645475445,0.501568683,44.99434918,8605.19995
457,25,0.5,0.38,0.5,0.63,69.7,58.2,24,0.553671368,0.476588872,38.6454264,6575.59267
458,25,0.5,0.38,0.38,0.75,69.7,58.2,16,0.458246439,0.409033913,31.87518207,5828.73212
459,25,0.5,0.25,0.75,0.75,69.7,58.2,16,0.401537849,0.379342921,32.27459053,4684.89321
460,12.5,0.25,0.25,0.5,0.75,69.7,58.2,34,0.350992769,0.395502524,29.97539813,3712.99786
461,25,0.5,0.25,0.63,0.63,86,71.9,1,0.509933842,0.453649741,36.14878201,6707.59259
462,12.5,0.25,0.25,0.75,0.5,69.7,58.2,16,0.530709113,0.425245072,35.41408191,8175.45619
463,25,0.5,0.38,0.5,0.5,86,71.9,34,0.509782413,0.450786211,36.92483932,6188.47714
464,25,0.5,0.25,0.38,0.75,69.7,58.2,34,0.363981224,0.376880162,29.08514833,3238.02815
465,12.5,0.25,0.25,0.75,0.63,94.6,79,1,0.612209289,0.503663416,42.73173641,7101.75783
466,25,0.5,0.25,0.75,0.75,77.4,64.7,1,0.547743879,0.460322355,37.90850822,6320.96112
467,37.5,0.75,0.25,0.25,0.25,77.4,64.7,34,0.349908358,0.378528127,27.3454535,3276.36206
468,25,0.5,0.25,0.75,0.5,77.4,64.7,1,0.520986614,0.463275619,36.31013579,6058.64876
469,25,0.5,0.38,0.5,0.63,69.7,58.2,34,0.40294843,0.400980125,31.40270183,4493.64409
470,25,0.5,0.25,0.38,0.5,94.6,79,34,0.391598449,0.400083453,30.13586876,3943.13168
471,12.5,0.25,0.25,0.63,0.75,86,71.9,1,0.633144179,0.5251356,43.28624094,8212.79289
472,25,0.5,0.25,0.5,0.75,69.7,58.2,24,0.450102564,0.405525072,32.02764698,5628.8828
473,12.5,0.25,0.25,0.38,0.38,77.4,64.7,24,0.506346175,0.459420676,37.22334958,6182.75087
474,25,0.5,0.25,0.5,0.63,69.7,58.2,16,0.496270554,0.421839609,34.97131513,5462.13394
475,25,0.5,0.25,0.75,0.5,86,71.9,16,0.524635459,0.466492143,37.53222072,6626.50685
476,12.5,0.25,0.25,0.38,0.63,77.4,64.7,24,0.482854142,0.438630573,33.85831713,5345.99106
477,25,0.5,0.25,0.75,0.5,94.6,79,24,0.394441163,0.391211231,31.10161493,4042.84264
478,25,0.5,0.25,0.5,0.63,94.6,79,1,0.586303901,0.495799217,40.86547798,7425.75194
479,25,0.5,0.38,0.38,0.5,86,71.9,1,0.363726236,0.397617195,29.90851804,3720.71159
480,12.5,0.25,0.38,0.5,0.5,77.4,64.7,24,0.467156853,0.433737787,32.28899894,5645.14663
481,25,0.5,0.38,0.38,0.5,77.4,64.7,1,0.539255853,0.463821541,37.62571268,6260.47363
482,12.5,0.25,0.25,0.38,0.63,86,71.9,1,0.617868887,0.50952792,42.13008169,8652.04334
483,12.5,0.25,0.25,0.38,0.63,77.4,64.7,16,0.545094508,0.474952374,38.82636429,6770.23332
484,25,0.5,0.25,0.38,0.63,86,71.9,34,0.493693466,0.441470296,35.64822051,5862.80545
485,25,0.5,0.38,0.38,0.5,86,71.9,24,0.558537787,0.471592749,38.41382075,6771.67497
486,12.5,0.25,0.38,0.5,0.63,94.6,79,16,0.631790257,0.521136035,44.62396561,8538.462
487,12.5,0.25,0.25,0.25,0.75,69.7,58.2,16,0.520587192,0.43226586,35.18441169,6331.86722
488,12.5,0.25,0.25,0.5,0.63,77.4,64.7,24,0.488485703,0.443962193,35.8744954,5791.45673
489,25,0.5,0.38,0.38,0.63,94.6,79,16,0.574708327,0.483047479,40.36001849,7219.76039
490,12.5,0.25,0.25,0.63,0.63,86,71.9,16,0.507748656,0.450537939,36.94898618,6394.07791
491,25,0.5,0.25,0.38,0.75,86,71.9,16,0.584016198,0.496548991,41.36318078,7804.62795
492,25,0.5,0.25,0.5,0.75,69.7,58.2,24,0.520592483,0.433668483,35.80706195,6368.84982
493,12.5,0.25,0.25,0.38,0.63,69.7,58.2,1,0.576469662,0.478935976,39.92318644,7667.83619
494,12.5,0.25,0.25,0.25,0.63,77.4,64.7,24,0.551775489,0.470373306,38.45252155,6747.59779
495,25,0.5,0.25,0.5,0.75,69.7,58.2,34,0.398218446,0.409260571,31.07883034,4203.02762
496,25,0.5,0.25,0.38,0.5,94.6,79,24,0.595712725,0.491124144,41.20338974,7738.88171
497,12.5,0.25,0.25,0.25,0.5,94.6,79,24,0.309669459,0.377888031,27.3454535,2384.72892
498,25,0.5,0.38,0.38,0.63,77.4,64.7,16,0.53434503,0.463064582,37.62977375,6412.47345
499,25,0.5,0.38,0.5,0.63,94.6,79,16,0.53255682,0.463064582,36.54941505,6465.37205
500,12.5,0.25,0.25,0.38,0.5,77.4,64.7,1,0.598645112,0.498475898,41.71941614,7541.6674
501,25,0.5,0.25,0.75,0.75,94.6,79,24,0.502785174,0.453119748,36.97636061,6392.35667
502,25,0.5,0.25,0.38,0.75,69.7,58.2,16,0.447853006,0.391524096,34.70241183,4858.24073
503,25,0.5,0.25,0.63,0.5,94.6,79,24,0.534126224,0.466474508,37.44734554,6621.25081
504,12.5,0.25,0.25,0.25,0.5,77.4,64.7,16,0.508104246,0.459464772,36.92483932,6451.10052
505,12.5,0.25,0.38,0.38,0.63,69.7,58.2,24,0.57467888,0.469854471,39.46947609,7557.46014
506,25,0.5,0.25,0.5,0.75,86,71.9,1,0.623063206,0.513721618,43.95536146,8562.37077
507,25,0.5,0.25,0.63,0.63,69.7,58.2,24,0.546003143,0.445284233,34.02922281,6909.43
508,12.5,0.25,0.25,0.5,0.63,77.4,64.7,1,0.58492102,0.494895461,40.2744187,7293.53617
509,25,0.5,0.25,0.5,0.63,94.6,79,16,0.447668818,0.423861178,34.18362679,4813.45285
510,12.5,0.25,0.25,0.38,0.38,94.6,79,16,0.606612254,0.500647106,41.36318078,7771.01027
511,25,0.5,0.25,0.5,0.63,69.7,58.2,16,0.502398084,0.429230513,35.46687387,5996.07855
512,12.5,0.25,0.25,0.38,0.63,94.6,79,1,0.610691292,0.503663416,42.40950749,7041.38018
513,25,0.5,0.25,0.63,0.75,86,71.9,16,0.58704878,0.480106144,40.11817697,7013.00281
514,12.5,0.25,0.38,0.5,0.75,86,71.9,1,0.603545036,0.502786993,42.40766225,7907.24067
